,label,youtube_id,time_start,time_end,split,downloaded
34807,massaging legs,9bKPVLvzTAI,51,61,train,False
24564,massaging legs,6Zi6_qJBHrg,10,20,train,False
164776,massaging legs,kWCnmpHeKBQ,103,113,train,False
50764,massaging legs,EAmhkqyFKuU,125,135,train,False
70548,massaging legs,JsImAGpahoI,249,259,train,False
42478,massaging legs,BlVwvBadzPw,4,14,train,False
63166,massaging legs,HijmI7EfWzs,506,516,train,False
137222,massaging legs,cILhAkmDYiY,50,60,train,False
188498,massaging legs,rXy4IaVSNYE,152,162,train,False
194964,massaging legs,tT1zwe0u6eY,196,206,train,False
179822,massaging legs,oyASq8WZIU0,217,227,train,False
106746,massaging legs,UM-_qqrrZ_4,88,98,train,False
127501,massaging legs,_RbSJUr6f5U,345,355,train,False
110045,massaging legs,VK5-Gc5HE2A,3,13,train,False
7826,massaging legs,1UKKQzYOj4o,104,114,train,False
111095,massaging legs,VdiXfCUi49s,20,30,train,False
81719,massaging legs,N8Tjb8nBIS8,17,27,train,False
115034,massaging legs,WnCQLSGWOMo,13,23,train,False
209365,massaging legs,xpEPmQ85VcQ,28,38,train,False
59475,massaging legs,Gfy-cuu0FDQ,788,798,train,False
120528,massaging legs,YOlsMzJ-cNo,28,38,train,False
138823,massaging legs,cn5_GwyTon0,81,91,train,False
142752,massaging legs,dzYmjzqEOiQ,592,602,train,False
111470,massaging legs,Vk4po0B_EFM,13,23,train,False
188749,massaging legs,rbsia06DK-8,164,174,train,False
82622,massaging legs,NR33r7-uUTY,184,194,train,False
58439,massaging legs,GPEZqCtCD_w,292,302,train,False
38630,massaging legs,Ag2PFblmDCI,18,28,train,False
136081,massaging legs,bybqVABTbbI,153,163,train,False
113945,massaging legs,WUL9JOyonw4,113,123,train,False
7099,massaging legs,1FcPUEHv_Tk,2,12,train,False
138440,massaging legs,cgmkg4CVa7c,145,155,train,False
44847,massaging legs,CSDRZQNeJLw,60,70,train,False
37674,massaging legs,AQKvZeuTETE,15,25,train,False
186264,massaging legs,qvDf0yBTQaA,238,248,train,False
40572,massaging legs,BEKbKAEuCIQ,57,67,train,False
169650,massaging legs,lxTmqDymwMI,21,31,train,False
94134,massaging legs,QgYRg-FM2U4,1025,1035,train,False
142016,massaging legs,dmmaYNfYDuc,320,330,train,False
113324,massaging legs,WHNpV-2I6QQ,84,94,train,False
192035,mopping floor,sbbHMPxNezw,9,19,train,False
117730,mopping floor,XbGLUZFp2Ug,125,135,train,False
155414,mopping floor,hhUrpzE6lZA,146,156,train,False
101557,mopping floor,So5fopZARH4,131,141,train,False
113671,mopping floor,WNwWOMCMO-g,192,202,train,False
147285,mopping floor,fIgTXWw8SrU,6,16,train,False
75924,mopping floor,LSdKXBteaUg,30,40,train,False
144418,mopping floor,eTm8FHcUvoQ,20,30,train,False
177343,mopping floor,oGWzXJsifRg,11,21,train,False
119749,mopping floor,YA-S-0amK2o,8,18,train,False
200031,mopping floor,v1Iv-ySc2LM,6,16,train,False
3519,mopping floor,09mQD547rsc,38,48,train,False
102376,mopping floor,T3HATGAzS2Y,9,19,train,False
130046,mopping floor,aCJHnvM0Mkc,17,27,train,False
2727,mopping floor,-v0C-l0yHDA,90,100,train,False
100962,mopping floor,ScRFIt2xcTQ,72,82,train,False
21347,mopping floor,5a6hT3qlP6A,10,20,train,False
112619,mopping floor,W4yXnhzKywU,32,42,train,False
51306,mopping floor,EKBY5jY4EZs,4,14,train,False
163028,mopping floor,k-RM3wVM3ek,37,47,train,False
153869,mopping floor,hH5ljsi4e5Q,13,23,train,False
177336,mopping floor,oGM4AKMVajw,0,10,train,False
204648,mopping floor,wRvXGahbfzs,10,20,train,False
82077,mopping floor,NG8fMDaJ3ic,121,131,train,False
39582,mopping floor,AxBuPIt4m2k,0,10,train,False
50110,mopping floor,E0-6vT4iWuo,3,13,train,False
78879,mopping floor,MJJ_QYrdvVg,25,35,train,False
20797,mopping floor,5Qrn3k6EkNo,16,26,train,False
161949,mopping floor,jgHYzuDU2Iw,0,10,train,False
99841,mopping floor,SJGfj71j6wk,30,40,train,False
157518,mopping floor,iMiNbntZMlQ,109,119,train,False
211790,mopping floor,y_Hg9OD2YqI,10,20,train,False
17014,mopping floor,4GyIZZvdRu4,62,72,train,False
194355,mopping floor,tGtMkhA6QcY,25,35,train,False
213734,mopping floor,z9khJDjFpS8,29,39,train,False
213531,mopping floor,z5q8Vv5L5wk,46,56,train,False
194582,mopping floor,tLUq1YDP8cQ,1,11,train,False
102946,mopping floor,TE49NdASxsE,9,19,train,False
186149,mopping floor,qt-tUpKtFq4,2,12,train,False
188965,mopping floor,rfrySD7vitg,67,77,train,False
112342,mopping floor,W-5XhWlwKCU,80,90,train,False
58768,mopping floor,GUtO1JVtJMA,77,87,train,False
88046,mopping floor,Owd5vzXhfiQ,55,65,train,False
20704,mopping floor,5P9df53iMxQ,5,15,train,False
17886,mopping floor,4Y7vXO5f_aI,0,10,train,False
34765,mopping floor,9aTSv2IJbvo,40,50,train,False
208479,mopping floor,xYmx8x9w2B0,32,42,train,False
25496,mopping floor,6qkBW7KGnwI,23,33,train,False
73504,mopping floor,Kl8nVL2qFmU,16,26,train,False
2683,mopping floor,-u8qBtbRoAE,54,64,train,False
174140,mopping floor,nHhyKVqHw2c,0,10,train,False
77072,mopping floor,LnMvFpR0xCY,129,139,train,False
141428,mopping floor,db-yioQBuJY,14,24,train,False
95564,mopping floor,R4iY_w_0xug,143,153,train,False
29127,mopping floor,7w_9dc-DzxU,16,26,train,False
19381,mopping floor,5-Qr8Mczr70,102,112,train,False
44385,mopping floor,CJ9qVLbsSiM,108,118,train,False
114566,mopping floor,Wep-nfzg7R8,69,79,train,False
95429,mopping floor,R20aUhTt2IM,3,13,train,False
129070,mopping floor,_ufmzok8hVI,17,27,train,False
10652,mopping floor,2L92RVE_uLo,174,184,train,False
113684,mopping floor,WO8bB4NRLhY,25,35,train,False
19151,mopping floor,4vq6CvX0QUw,13,23,train,False
11159,mopping floor,2W072NG8-9Q,1,11,train,False
44592,mopping floor,CNj90qpbp8o,23,33,train,False
175325,mopping floor,nePGbkqWGes,59,69,train,False
210908,mopping floor,yJn5MqaLViw,38,48,train,False
177503,mopping floor,oJW3bLeSSe0,88,98,train,False
53681,mopping floor,F0pgIsTtv5Q,62,72,train,False
123339,mopping floor,ZEaA9Y6FS0k,0,10,train,False
50845,mopping floor,ECNuuaCWLV0,3,13,train,False
78753,mopping floor,MGxoP1697IU,2,12,train,False
100101,mopping floor,SOEEcohAog8,224,234,train,False
23405,mopping floor,6CPoIWmD19M,4,14,train,False
101242,mopping floor,ShlTEUZXY6s,36,46,train,False
52394,mopping floor,EdI2RLOlOnw,52,62,train,False
150924,mopping floor,gNFrILoB8LY,0,10,train,False
4929,mopping floor,0b44AsqL7p0,0,10,train,False
130790,mopping floor,aRfSb4OXML4,8,18,train,False
114080,mopping floor,WWgDwXW9eaQ,20,30,train,False
130147,mopping floor,aEfVSvx1wPc,4,14,train,False
112962,mopping floor,WBu3ic6VqCg,70,80,train,False
96821,mopping floor,RT7iPOijW-Y,4,14,train,False
68045,mopping floor,J7nivamh9lk,67,77,train,False
18926,mopping floor,4rZOjVH_vRg,9,19,train,False
157864,mopping floor,iTAzoUp4oDU,56,66,train,False
58781,mopping floor,GVHy9Ir44AY,28,38,train,False
207561,mopping floor,xFcuAtvvfMk,1,11,train,False
16888,mopping floor,4Ee62FQQ07Y,10,20,train,False
186174,mopping floor,qtRKoN5_dLM,39,49,train,False
105231,mopping floor,TvfXDN_rBOQ,21,31,train,False
203972,mopping floor,wF7GF4xZmtk,4,14,train,False
135565,mopping floor,bpa-0kra1Eo,106,116,train,False
187859,mopping floor,rNARLFXnU14,46,56,train,False
105208,mopping floor,TvCusLfSO_s,39,49,train,False
13759,mopping floor,3HC-_srYPH0,90,100,train,False
9281,mopping floor,1vt4Zh7doD4,5,15,train,False
85903,mopping floor,OM7OeNo6ftE,29,39,train,False
171039,mopping floor,mMhZPyqOhHU,35,45,train,False
130426,mopping floor,aKUXng4_ZW8,42,52,train,False
170923,playing kickball,mKTC986H3TY,109,119,train,False
50516,playing kickball,E65xoORkB5Y,82,92,train,False
173837,playing kickball,nBzI8zd07IU,6,16,train,False
197515,playing kickball,uGBzzToDYRw,2,12,train,False
189632,playing kickball,rscIjp7zSWw,1,11,train,False
41364,playing kickball,BT2v_IDtTG4,63,73,train,False
193352,playing kickball,szoRUkFWLBs,386,396,train,False
93555,playing kickball,QXzgGYmqSqU,311,321,train,False
91384,playing kickball,PtNm1_y1WQc,179,189,train,False
28057,playing kickball,7bwruwic1CI,0,10,train,False
140108,playing kickball,dB4SbhaQQV8,4,14,train,False
96998,playing kickball,RVotMQFI8GU,176,186,train,False
142826,playing kickball,e-xZtNvrQKU,582,592,train,False
136075,playing kickball,byQu-hcqMf4,362,372,train,False
70555,playing kickball,JsR9i_XSJiE,8,18,train,False
172249,playing kickball,mjZkATGZMrk,284,294,train,False
62517,playing kickball,HXnO0sbRhRI,128,138,train,False
198665,playing kickball,uatIP3FGQXk,10,20,train,False
145332,playing kickball,eja5itv3EWo,339,349,train,False
158629,playing kickball,ifJDz5hgf1o,46,56,train,False
173025,playing kickball,mwFi0WttpRQ,2,12,train,False
89972,playing kickball,PUKhFc6Z4PE,294,304,train,False
178924,playing kickball,oiIDoQ7XoNM,8,18,train,False
115301,playing kickball,WsM9NfLjz44,3,13,train,False
205667,playing kickball,wigj0-Sf5mU,2,12,train,False
215342,playing kickball,zeATelQOR6A,518,528,train,False
210232,playing kickball,y5X3Ek9AK6w,16,26,train,False
27928,playing kickball,7_bWPbexrH0,3,13,train,False
160735,playing kickball,jI07E1pBz1s,691,701,train,False
11223,playing kickball,2X1Vxz_7e2o,590,600,train,False
47223,playing kickball,DA_iLj7q6RQ,44,54,train,False
22166,playing kickball,5oxsFJLR8xI,11,21,train,False
75076,playing kickball,LDWzoCgrUTE,187,197,train,False
174221,playing kickball,nJMS8jN3uU4,17,27,train,False
108820,playing kickball,UxHvdzISRWg,641,651,train,False
57677,playing kickball,GAAAtLEbhs8,407,417,train,False
118754,playing kickball,XuFhebazn9s,25,35,train,False
102196,playing kickball,T-vwsIOVNTw,0,10,train,False
206611,playing kickball,wzkOBiFN6II,3,13,train,False
96171,playing kickball,RHIOpCqO-5o,39,49,train,False
122655,playing kickball,Z0ttI_8CLn8,9,19,train,False
143855,playing kickball,eIZlHDJfA24,3,13,train,False
216009,playing kickball,zqXJkZgKmSk,3,13,train,False
84931,playing kickball,O5RQysejAIM,11,21,train,False
125621,playing kickball,ZsfyvhhKHEA,52,62,train,False
79941,playing kickball,MbHJgGv5pkw,145,155,train,False
184552,playing kickball,qPYoTZnsaAQ,500,510,train,False
74741,playing kickball,L7DjMkWuW2M,476,486,train,False
118437,playing kickball,Xna5kZCesPg,197,207,train,False
174643,playing kickball,nS5zjywF5iM,18,28,train,False
138265,playing kickball,cdQvl41ZXiM,736,746,train,False
156725,playing kickball,i7-1pLouVbA,189,199,train,False
90997,playing kickball,PmXME1oWdQo,4,14,train,False
117412,playing kickball,XWAgiVsn2_4,41,51,train,False
140720,playing kickball,dNOkbEYAmGY,149,159,train,False
196994,playing kickball,u5zCPI91HLo,41,51,train,False
140270,playing kickball,dENflb0eroU,562,572,train,False
56618,playing kickball,Fs0qxTlGQWE,2,12,train,False
115460,playing kickball,Wvpx--ufEEM,151,161,train,False
107262,playing kickball,UTxmL2DR_p8,449,459,train,False
6728,playing kickball,18yZR3NDaXM,70,80,train,False
103020,playing kickball,TFgoHcgp288,36,46,train,False
200666,playing kickball,vDXi-trlREQ,332,342,train,False
173421,playing kickball,n3IDBXplWGk,0,10,train,False
56096,playing kickball,FhvVOSVzP_U,98,108,train,False
191303,playing kickball,sPU85JwIVXU,1,11,train,False
18658,playing kickball,4mYTD4jWyic,53,63,train,False
142765,playing kickball,dznRFxgO2T8,72,82,train,False
11985,playing kickball,2lMUm7Tu5FQ,54,64,train,False
138969,playing kickball,cpgUNPMRvlU,701,711,train,False
67379,playing kickball,IwEDSVsmhHo,2,12,train,False
57784,playing kickball,GCSYI2_cLak,686,696,train,False
87321,playing kickball,Ok8srXcSil4,446,456,train,False
6979,playing kickball,1DLRj_ytlMQ,445,455,train,False
195138,playing kickball,tWmp8sw1oxo,4,14,train,False
35676,playing kickball,9rHQ4INoBdQ,32,42,train,False
72904,playing kickball,K_wCCccp_34,153,163,train,False
132233,playing kickball,aqkGPKK1Vpw,186,196,train,False
154664,playing kickball,hWOgsbb9OfY,59,69,train,False
11142,playing kickball,2Vd6wu6uRgE,2,12,train,False
28250,playing kickball,7fayXsRXr6Y,4,14,train,False
156566,playing kickball,i3VoTfHZLQM,31,41,train,False
124605,playing kickball,Z_t6DyVn9bQ,17,27,train,False
135493,playing kickball,boKCRBRP_1c,80,90,train,False
182074,playing kickball,pem8BpCspUM,1,11,train,False
205209,playing kickball,waUXW1hXv1s,64,74,train,False
5366,playing kickball,0jBwj0bfZ3Y,0,10,train,False
120179,playing kickball,YIOzVSvVxVY,545,555,train,False
58254,playing kickball,GLbGIofDBns,415,425,train,False
159490,playing kickball,ivmUXesUjUk,325,335,train,False
172610,playing kickball,mosJdEbdKnw,111,121,train,False
62589,playing kickball,HZFQ8AkJ-H4,8,18,train,False
24418,playing kickball,6WPe2m54HZ0,280,290,train,False
87002,playing kickball,OeSzAs9_YYE,0,10,train,False
212315,playing kickball,ykJPdkYG6Js,33,43,train,False
16226,playing kickball,41YxghjkouA,175,185,train,False
196206,playing kickball,trFCpAyx-DA,35,45,train,False
194955,playing kickball,tSuf9dIew3U,4,14,train,False
39588,playing kickball,AxIzT1shn14,6,16,train,False
171158,playing kickball,mOpeY8Ai3SI,213,223,train,False
54743,playing monopoly,FJ6LgmlH3r4,42,52,train,False
195547,playing monopoly,tdqj6BVvSRw,68,78,train,False
36314,playing monopoly,A17iCFrsIw0,545,555,train,False
182652,playing monopoly,ppALe-qu35A,616,626,train,False
162760,playing monopoly,jusvvY3DJr4,22,32,train,False
183158,playing monopoly,pyd44byKY2g,46,56,train,False
191802,playing monopoly,sYnTuPM6s2Y,506,516,train,False
188596,playing monopoly,rZKfnq5whcs,264,274,train,False
109282,playing monopoly,V5IA7dfzlko,121,131,train,False
70566,playing monopoly,Jsgj0g_8R8k,502,512,train,False
23360,playing monopoly,6BPQ1CXUCm8,144,154,train,False
52180,playing monopoly,EZyG9OGwt-c,1,11,train,False
216351,playing monopoly,zwnq6Ykewf0,27,37,train,False
50384,playing monopoly,E47elzgR-XM,14,24,train,False
173930,playing monopoly,nDlH57_UVTE,45,55,train,False
130526,playing monopoly,aMUps_ttQdk,617,627,train,False
41515,playing monopoly,BVTxclR-ats,0,10,train,False
140971,playing monopoly,dSUCsyvoSvM,352,362,train,False
73671,playing monopoly,KobBthQh3sQ,22,32,train,False
71620,playing monopoly,KBVaciI7jTQ,43,53,train,False
127324,playing monopoly,_Nxs4yHVKIg,2,12,train,False
125307,playing monopoly,ZnPd3-cMDnQ,553,563,train,False
41169,playing monopoly,BPlkS2X-_IQ,35,45,train,False
125662,playing monopoly,ZtGl173BOHA,47,57,train,False
74078,playing monopoly,KvGMG5YuIHs,92,102,train,False
89885,playing monopoly,PT06F53BDFQ,27,37,train,False
35136,playing monopoly,9hyKG6OUc4U,69,79,train,False
11284,playing monopoly,2YMP1EEDxqk,2,12,train,False
166761,playing monopoly,l5pHVUTPfFA,12,22,train,False
1197,playing monopoly,-R96mIiVupg,41,51,train,False
103458,playing monopoly,TO98qb45YYY,191,201,train,False
194260,playing monopoly,tEjRkkw7NLE,76,86,train,False
19909,playing monopoly,59VbvmOfUNU,57,67,train,False
187537,playing monopoly,rHCznmwnGL4,0,10,train,False
36516,playing monopoly,A4WDHUobhtQ,516,526,train,False
204751,playing monopoly,wTbaBvTt_A4,310,320,train,False
39981,playing monopoly,B3P5DTUclLs,1765,1775,train,False
16570,playing monopoly,485qIv3FE3o,2,12,train,False
153479,playing monopoly,h9EYMOFN6Rk,270,280,train,False
138051,playing monopoly,c_VtA0ZsqKI,676,686,train,False
171311,playing monopoly,mS7osumwKeE,365,375,train,False
96632,playing monopoly,ROqgfnCiCPU,132,142,train,False
36783,playing monopoly,A9Wr1oIjkfU,12,22,train,False
179696,playing monopoly,owXfxQJY3Zw,73,83,train,False
29411,playing monopoly,819nGFvnbQc,179,189,train,False
32360,playing monopoly,8txJrSU6Nrg,2,12,train,False
25035,playing monopoly,6hkrXWnDrDQ,1,11,train,False
11126,playing monopoly,2VJ9HEHQQgs,84,94,train,False
65749,playing monopoly,ISA0kVf-ZJQ,162,172,train,False
35391,playing monopoly,9m5acB4bpBA,89,99,train,False
201989,playing monopoly,vc4XczV_Y1s,66,76,train,False
102766,playing monopoly,TAO5jUDTR7Y,43,53,train,False
124913,playing monopoly,Zg8C-5UaQuo,17,27,train,False
193236,playing monopoly,sxTG7uJYxmQ,111,121,train,False
50051,playing monopoly,Dzi8ABw6lD0,7,17,train,False
10703,playing monopoly,2MIKJdPn04k,38,48,train,False
167490,playing monopoly,lKelH67xRTo,19,29,train,False
45305,playing monopoly,Ca46qlXDQlA,18,28,train,False
155681,playing monopoly,hmlgkbX7Cic,3,13,train,False
101620,playing monopoly,SpArnWNFdd4,210,220,train,False
168559,playing monopoly,ldWofA9nlN8,20,30,train,False
95549,playing monopoly,R4NVvFBC_uE,15,25,train,False
58441,playing monopoly,GPGsR8IeQ2s,53,63,train,False
181908,playing monopoly,pawZTo8ZJxw,5,15,train,False
18790,playing monopoly,4ovLphyAy2c,184,194,train,False
13979,playing monopoly,3M6wcDdewek,10,20,train,False
143492,playing monopoly,eBg8xnmDUZg,4,14,train,False
132778,playing monopoly,b0LC9vMNxqM,21,31,train,False
123493,playing monopoly,ZHMlKAM_iZw,1,11,train,False
163036,playing monopoly,k-b_GXxzawc,196,206,train,False
150502,playing monopoly,gFHPl07h9QQ,425,435,train,False
59604,playing monopoly,GiCuH4dARsc,95,105,train,False
148066,playing monopoly,fYDAapFhXiU,23,33,train,False
105626,playing monopoly,U1xRzHdvBVs,311,321,train,False
196622,playing monopoly,u-8z7C7V4k8,27,37,train,False
210303,playing monopoly,y6mXPxbfZmk,85,95,train,False
26118,playing monopoly,71rjaokkFJ0,33,43,train,False
14973,playing monopoly,3e1bZf2TO34,281,291,train,False
102880,playing monopoly,TCPZPLKUj94,31,41,train,False
1557,playing monopoly,-YlYNEMJ3YQ,73,83,train,False
58520,playing monopoly,GQSaQeG6dNw,200,210,train,False
163019,playing monopoly,k-BqkqJ8pRY,67,77,train,False
188790,playing monopoly,rcqrHGA5CRQ,46,56,train,False
72383,playing monopoly,KRGLhB-IZBo,26,36,train,False
144212,playing monopoly,eQ5H_qu-4po,4,14,train,False
183460,playing monopoly,q3ldgmgetUc,610,620,train,False
15579,playing monopoly,3pk6K0FcG8E,110,120,train,False
48781,playing monopoly,DbWjgSkNKy8,251,261,train,False
129928,playing monopoly,aADj-hgrDTk,65,75,train,False
215856,playing monopoly,zndjO6lzfF8,49,59,train,False
132624,playing monopoly,ayYABTWUxJY,66,76,train,False
113527,playing monopoly,WLMKzTf9xT4,416,426,train,False
37763,playing monopoly,ARyxbL1eYGw,21,31,train,False
186605,playing monopoly,r0oklAJH2YM,27,37,train,False
192158,playing monopoly,se6aSKifDl8,10,20,train,False
67050,playing monopoly,Iq5r6sy8qGM,500,510,train,False
170119,playing monopoly,m5BEzCcBnY8,21,31,train,False
148670,playing monopoly,figS4KRFNok,2,12,train,False
65360,playing monopoly,IN5pIwxiE-k,189,199,train,False
16610,playing monopoly,48izlz-B0kc,0,10,train,False
139200,playing paintball,cuCoMHOl5UU,126,136,train,False
20629,playing paintball,5NyIO-6AQ0A,2,12,train,False
33208,playing paintball,98_ReB8YI1A,34,44,train,False
48261,playing paintball,DVBDBXg3FRo,33,43,train,False
116008,playing paintball,X5Oc2w1vYto,4,14,train,False
172669,playing paintball,mpua_jYcVKc,1,11,train,False
45378,playing paintball,CbWvq8WAuNM,66,76,train,False
49795,playing paintball,DuSvOhH8JZY,896,906,train,False
4771,playing paintball,0YZOoH5Xjy8,120,130,train,False
161214,playing paintball,jRncDQKDHOE,45,55,train,False
82204,playing paintball,NIe3sTLhmNc,227,237,train,False
16699,playing paintball,4A_CZxSfuhk,10,20,train,False
168449,playing paintball,lbSa2aeQCJE,193,203,train,False
148834,playing paintball,flue-xEDJSA,1,11,train,False
23047,playing paintball,65jee4eeUuU,49,59,train,False
12374,playing paintball,2sjtnprET-E,65,75,train,False
123820,playing paintball,ZNhgDKzTCjc,0,10,train,False
147024,playing paintball,fD6j0lzfV9k,0,10,train,False
20346,playing paintball,5IAjIMwsC98,140,150,train,False
25079,playing paintball,6ihI5ast_kM,368,378,train,False
52563,playing paintball,EgNu7FS0Po8,33,43,train,False
1955,playing paintball,-gGlM-B7Tkw,65,75,train,False
202435,playing paintball,vkvMogFstUc,41,51,train,False
199813,playing paintball,uxS0nLaPzCw,4,14,train,False
91593,playing paintball,PwzB7xPrlK0,48,58,train,False
60146,playing paintball,GrhevmPKHP4,348,358,train,False
111920,playing paintball,VsOS5ULi5xg,98,108,train,False
159542,playing paintball,iwQTHtCCUBA,70,80,train,False
20020,playing paintball,5C4-t6JRAec,36,46,train,False
89192,playing paintball,PGYzUs03s4M,17,27,train,False
181416,playing paintball,pRloIWg8CyQ,238,248,train,False
178895,playing paintball,ohh6tTRxgqs,107,117,train,False
164647,playing paintball,kTdnbRpDZnM,4,14,train,False
152132,playing paintball,gk8cwVdD_sQ,168,178,train,False
178009,playing paintball,oTB2Tcy0-38,208,218,train,False
88636,playing paintball,P73iCr2gAyk,13,23,train,False
96840,playing paintball,RTVptOI_g1I,45,55,train,False
174765,playing paintball,nUSprHziBNw,96,106,train,False
179158,playing paintball,om84arNwG1M,112,122,train,False
34558,playing paintball,9Xc4BdljqOU,53,63,train,False
83614,playing paintball,Ni_jDS2N7yg,111,121,train,False
120762,playing paintball,YTRyKz-2zqc,69,79,train,False
159096,playing paintball,inkflHB6ZeU,112,122,train,False
188761,playing paintball,rcC7SoEgv9c,89,99,train,False
50251,playing paintball,E2M64kFXN80,27,37,train,False
53439,playing paintball,ExICP9ETIt4,28,38,train,False
29160,playing paintball,7x71dLCw65Q,21,31,train,False
7325,playing paintball,1KF7iv3JqGQ,2,12,train,False
148933,playing paintball,fnvqC2z8ac8,20,30,train,False
127447,playing paintball,_QgAbAM26p0,5,15,train,False
26097,playing paintball,71VI_cpt5IQ,1,11,train,False
77813,playing paintball,M193wMhpRn0,13,23,train,False
79797,playing paintball,MZy_lyA9Jww,73,83,train,False
117834,playing paintball,XchfHU2xBFc,18,28,train,False
132864,playing paintball,b1uHCPnX7k8,649,659,train,False
207800,playing paintball,xKKUv9tdD-g,39,49,train,False
138875,playing paintball,cnoJMvnLSh4,409,419,train,False
9492,playing paintball,2-EC4tvhfrc,171,181,train,False
183634,playing paintball,q70GyAogCoo,62,72,train,False
165858,playing paintball,kqGwZHqo7EM,74,84,train,False
24662,playing paintball,6achIHkJmSk,49,59,train,False
40286,playing paintball,B985lxT5nXM,124,134,train,False
19763,playing paintball,56AHb4JZ9h8,49,59,train,False
212154,playing paintball,ygtRZkFQR5Y,72,82,train,False
213067,playing paintball,yxnrGkfFtNY,65,75,train,False
162088,playing paintball,jigcC1soOrY,40,50,train,False
31156,playing paintball,8Yd9usMf_7s,24,34,train,False
204469,playing paintball,wONroFpxaBs,163,173,train,False
114599,playing paintball,WfS2dvKNlPU,123,133,train,False
47292,playing paintball,DBfL3qRUZcU,6,16,train,False
136202,playing paintball,c-uzLli05pI,117,127,train,False
89215,playing paintball,PGu4uefP-hg,0,10,train,False
126281,playing paintball,_4yn7WoV2A4,3,13,train,False
126547,playing paintball,_9Ewnzzb20s,43,53,train,False
16204,playing paintball,40ugvEKVX6I,65,75,train,False
18063,playing paintball,4agGBmSGmjw,1,11,train,False
113128,playing paintball,WEQxjloRfmw,180,190,train,False
116001,playing paintball,X5N9XKKry4M,106,116,train,False
198730,playing paintball,ucGXBc1cIWw,75,85,train,False
191526,playing paintball,sTZbfP4szP0,22,32,train,False
170581,playing paintball,mESAYnfDgig,9,19,train,False
26936,playing paintball,7IM6p6sRIRQ,809,819,train,False
24256,playing paintball,6TNvPWufKqQ,154,164,train,False
196079,playing paintball,toMnnyr0b1I,74,84,train,False
169178,playing paintball,loWu7gElHxU,105,115,train,False
150746,playing paintball,gK7OH04DYoA,4,14,train,False
108891,playing paintball,UyQAy272FCM,90,100,train,False
20082,playing paintball,5DDV6AyqGQQ,197,207,train,False
26937,playing paintball,7INFowIW57A,49,59,train,False
23830,playing paintball,6Kxo7Sx1ymA,16,26,train,False
30812,playing paintball,8SfHj7YWlO4,89,99,train,False
118757,playing paintball,XuIu2Sml010,6,16,train,False
116691,playing paintball,XHpWsqkxi4Y,143,153,train,False
145064,playing paintball,ef98tpXbldw,7,17,train,False
27436,playing paintball,7Rom_AqX2Zc,19,29,train,False
207374,playing paintball,xBoMOf5zP8Y,97,107,train,False
4501,playing paintball,0TQPry_3LxY,672,682,train,False
134564,playing paintball,bXr5bug24GY,360,370,train,False
114380,playing paintball,WbTW60ukP0M,2,12,train,False
10431,playing paintball,2GjAbN2bdmc,3,13,train,False
72553,pole vault,KUZhNKVpsPk,4,14,train,False
68108,pole vault,J9DYiqQ2sak,39,49,train,False
20794,pole vault,5Qqi2U0RyBM,23,33,train,False
86353,pole vault,OUJ2dL17yP4,2,12,train,False
58819,pole vault,GVpkThXorAA,0,10,train,False
83035,pole vault,NZAh2XvqgYg,5,15,train,False
21460,pole vault,5bmW4mCSuLk,33,43,train,False
190869,pole vault,sH9VOL5geDY,3,13,train,False
13888,pole vault,3Jv1UZEyHB0,7,17,train,False
140188,pole vault,dCWNyB3cQ50,1,11,train,False
8717,pole vault,1lBFjKedPJE,0,10,train,False
67598,pole vault,J-dWi4XaqEg,2,12,train,False
32436,pole vault,8v6Pp5fh7eU,6,16,train,False
49159,pole vault,DipQFaUhQA8,200,210,train,False
150248,pole vault,gAiuCmh3Xco,41,51,train,False
2778,pole vault,-w0YWIB_ozU,44,54,train,False
210231,pole vault,y5WNRsHrP3E,4,14,train,False
30390,pole vault,8KEW-3owtt4,4,14,train,False
28075,pole vault,7cIOD9MaeUI,0,10,train,False
154702,pole vault,hX93tgjiA7k,4,14,train,False
137218,pole vault,cIBnAfOAI3I,253,263,train,False
158869,pole vault,ijWWc9DcTTw,173,183,train,False
95580,pole vault,R4zymK4_U5I,14,24,train,False
54842,pole vault,FLGk24Rzx9Y,7,17,train,False
16809,pole vault,4ClkXtqIpl0,1,11,train,False
189939,pole vault,rz8ksUS48uA,4,14,train,False
214650,pole vault,zRhSPkYBvX8,0,10,train,False
214584,pole vault,zQQJP_HVDSs,1,11,train,False
95019,pole vault,Qv4_qXWC3Tw,64,74,train,False
41054,pole vault,BNZMT7wsscw,157,167,train,False
77385,pole vault,Ltk_4kAEAmc,97,107,train,False
196403,pole vault,tvPhE8fiRus,73,83,train,False
187207,pole vault,rBd8OB7NRmg,8,18,train,False
131299,pole vault,a_-tER0EMW0,3,13,train,False
170513,pole vault,mD-J8y5jJP4,3,13,train,False
69591,pole vault,Ja-p4w5-J_I,0,10,train,False
34574,pole vault,9Xn-VNYCnog,3,13,train,False
92534,pole vault,QE6vfv0Ph1w,62,72,train,False
106733,pole vault,ULlFavkCht8,10,20,train,False
157271,pole vault,iHr3gZLyRyU,136,146,train,False
2198,pole vault,-kSWh65d0AY,2,12,train,False
205537,pole vault,wgAXnSRY1H8,37,47,train,False
143888,pole vault,eJKijss75Q0,4,14,train,False
112281,pole vault,VzH5HjmVg_E,33,43,train,False
196272,pole vault,tseWy5lSi-U,4,14,train,False
